Timestamp,Latitude,Longitude,Vehicle_Count,Traffic_Speed_kmh,Road_Occupancy_%,Traffic_Light_State,Weather_Condition,Accident_Report,Sentiment_Score,Ride_Sharing_Demand,Parking_Availability,Emission_Levels_g_km,Energy_Consumption_L_h,Traffic_Condition
2024-03-01 02:10:00,40.82747192878859,-73.73075799751419,231.0,26.915595300879552,24.62641256418302,Yellow,Snow,0.0,-0.2481712155713014,90.0,37.0,377.44668681276335,29.47099974497721,High
2024-03-01 02:15:00,40.791042811421576,-73.97259663016875,175.0,74.60523206298218,92.46344883603,Red,Clear,0.0,-0.0133839386493355,68.0,21.0,101.38611454932744,9.823282793638544,High
2024-03-01 02:20:00,40.65820558554093,-73.76058947344214,188.0,15.567148469930748,54.77980321069173,Green,Fog,0.0,0.2526972102179952,33.0,48.0,369.76034546643893,28.732898162954257,High
2024-03-01 02:25:00,40.67393407647247,-73.90893909098952,167.0,48.58248889932586,39.12002346933019,Green,Snow,0.0,0.7879892389354362,79.0,23.0,300.3471900525193,17.971927208222596,Medium
2024-03-01 02:30:00,40.89451760165618,-73.79768762808786,91.0,77.62586240471275,39.72487960283732,Yellow,Snow,0.0,6.6979644495201995e-06,71.0,13.0,242.87191747209764,15.704331724906908,Low
2024-03-01 02:35:00,40.73719673516693,-73.90429715081174,232.0,31.17867378139349,92.06030033344884,Green,Fog,0.0,-0.2525482774076462,92.0,26.0,442.58909979993064,29.062142723413142,High
2024-03-01 02:40:00,40.71339651111975,-73.85200895536401,218.0,54.07900288400693,52.49588573785195,Red,Fog,0.0,-0.6501268299231739,71.0,7.0,179.6482813525277,5.926474070098918,High
2024-03-01 02:45:00,40.6874729675187,-73.99562660252461,178.0,45.1138083631014,40.98205381654071,Red,Clear,0.0,0.4976100687980986,87.0,8.0,103.7934778809011,22.510057133372374,Medium
2024-03-01 02:50:00,40.65934012317005,-73.94228394775335,184.0,55.882930412008854,39.047513307469494,Yellow,Fog,0.0,-0.5360622080462965,80.0,1.0,151.10462846324134,27.42719042114565,Medium
2024-03-01 02:55:00,40.690473739129594,-73.97280138607873,57.0,78.34660844722822,,Red,Rain,1.0,0.3869527196914277,65.0,34.0,427.3933685083768,11.74513768817812,High
2024-03-01 03:00:00,40.87736130178688,-73.72960085038339,52.0,72.67421356190098,82.63390703511475,Green,Rain,0.0,0.7093411006019192,40.0,48.0,131.18073333454146,21.297498144452423,High
2024-03-01 03:05:00,40.82978327892153,-73.81148010444957,167.0,25.97242404909632,73.0927863433374,Green,Fog,,-0.5762364848206956,73.0,11.0,362.1701082855061,14.64284588641446,Medium
2024-03-01 03:10:00,40.60993112036775,-73.90914507367428,197.0,75.04964465908137,80.57636222919484,Green,Rain,0.0,0.0713651323289301,17.0,33.0,144.469010052026,6.467794258638594,High
2024-03-01 03:15:00,40.76596811933281,-73.9510657177867,120.0,28.45428068369029,88.91625854493435,Red,Rain,1.0,-0.12026269994859,73.0,41.0,388.6328015995484,17.314707524943053,High
2024-03-01 03:20:00,40.72140396949303,-73.82165453145592,100.0,27.5204732653235,65.0461003723046,Red,Fog,0.0,-0.4469900480251843,3.0,25.0,72.31613698129841,16.948276343160508,Medium
2024-03-01 03:25:00,40.6900854463809,-73.83530903753847,287.0,52.86087348008984,36.13426324812147,Green,Rain,0.0,-0.5450682248436705,90.0,,100.60884505356618,21.227486392459436,High
2024-03-01 03:30:00,40.74125197414136,-73.98342338997445,69.0,38.218447851740024,74.93906729152008,Green,Rain,,-0.9205966498656432,2.0,9.0,397.9887354667196,16.98513902146859,Medium
2024-03-01 03:35:00,40.666989629209645,-73.81812960898553,145.0,41.962847944971905,39.80280635029857,Yellow,Snow,0.0,-0.5471756670295298,3.0,34.0,204.13901968689623,22.394187139386464,Medium
2024-03-01 03:40:00,40.64694350298437,-73.71582237527755,284.0,7.029178890541983,98.42862842720132,Green,Snow,0.0,-0.9866476533532108,43.0,27.0,68.99947647592748,29.371101030111532,High
2024-03-01 03:45:00,40.88031233248194,-73.86604614064487,79.0,60.28169792627553,40.184704954994814,Red,Rain,0.0,-0.2196382296939711,3.0,37.0,213.24818443865044,9.85446506294578,Low
2024-03-01 03:50:00,40.87991608617803,-73.98463202553815,11.0,9.319160749520844,22.47702105867736,Green,Fog,0.0,0.4612918124683303,99.0,44.0,235.92703078060367,20.10842521558271,High
2024-03-01 03:55:00,40.80872296900465,-73.86498144465455,271.0,23.190552504015525,45.034081468371255,Green,Snow,1.0,0.6718498809079942,1.0,40.0,245.08622861703347,21.33977152794857,
2024-03-01 04:00:00,40.63494665055749,-73.76998248459255,225.0,73.80382207885744,49.80791603476349,Red,Snow,0.0,0.5561346598810424,10.0,9.0,158.78453447625284,20.101910588982427,High
2024-03-01 04:05:00,40.715459194951784,-73.78625345617166,280.0,41.071266649092394,96.41704433896126,Red,Clear,0.0,0.0372163703607444,44.0,47.0,497.50633672089344,18.62749970365749,High
2024-03-01 04:10:00,40.70766328143659,-73.96944801770442,46.0,41.35789622022762,13.839692307105942,Yellow,Snow,0.0,0.0493435532945747,58.0,20.0,316.1279239393985,15.482285113965355,Low
2024-03-01 04:15:00,40.68895748109208,-73.91502009404968,73.0,52.216488223446305,83.16622838296281,Yellow,Fog,0.0,0.5175470843898515,88.0,0.0,494.7243931868538,16.626551561121747,High
2024-03-01 04:20:00,40.81480784719429,-73.98167680151965,144.0,45.6098953431605,47.9161781837563,Green,Snow,0.0,0.789262135207371,46.0,49.0,412.43526497776287,8.938115763058875,Medium
2024-03-01 04:25:00,40.69784109035334,-73.77825616494698,26.0,57.46718726223782,13.728001546595104,Green,Snow,0.0,-0.3129544798065804,33.0,9.0,309.9899122081785,5.260934678882574,Low
2024-03-01 04:30:00,40.88394825410715,-73.95429461937061,299.0,16.81106266575573,64.80429861209922,Green,Fog,0.0,-0.1510213586019182,49.0,20.0,285.05238479526884,9.860471379386835,High
2024-03-01 04:35:00,40.70454453650301,-73.72546494370914,154.0,22.818286277297425,50.716088017467264,,Snow,0.0,-0.8060828099165109,87.0,11.0,293.1259911839219,20.932529293758215,Medium
2024-03-01 04:40:00,40.83381286787973,-73.82147978261627,151.0,42.13486623161436,68.15273982778378,Yellow,Snow,0.0,-0.2887040237938754,79.0,49.0,102.92207184359724,14.066453810758611,Medium
2024-03-01 04:45:00,40.66622594897056,-73.84296010522051,150.0,43.632900434981096,13.381769109148305,Green,Clear,0.0,0.7732679229884583,1.0,30.0,414.1457229742099,6.8134472095494925,Medium
2024-03-01 04:50:00,40.68549877033832,-73.95575313900638,224.0,44.02835099746424,56.79673116022704,Green,Clear,0.0,-0.6701621670944911,23.0,,390.00108848243826,19.924865076539245,High
2024-03-01 04:55:00,40.738816847077594,-73.98731052988889,293.0,32.265040983399196,92.77027574037837,Green,Snow,1.0,-0.939420733352309,64.0,0.0,162.5534163690799,18.59836662700441,High
2024-03-01 05:00:00,40.82497792746277,-73.89713429620456,57.0,20.330510726738027,28.891631229988775,Yellow,Clear,0.0,0.2731662510843942,35.0,43.0,330.6898963668321,20.56406796291691,Medium
2024-03-01 05:05:00,40.728536821239835,-73.85422661291005,286.0,51.55835982917331,99.64162215486093,Green,Snow,0.0,-0.6258694423309457,34.0,21.0,419.4787779010824,21.02857743269327,High
2024-03-01 05:10:00,40.76102610159575,-73.72598072831252,73.0,5.235374417868684,93.55531179975526,Green,Fog,0.0,0.0624303196936173,99.0,22.0,189.91532775001093,11.989570745690468,High
2024-03-01 05:15:00,40.8870888492091,-73.72519380384816,14.0,18.70803741213166,42.96812517690884,Yellow,Snow,1.0,-0.8008142499141737,11.0,27.0,243.71706940037825,21.627124423806887,High
2024-03-01 05:20:00,40.852932854711646,-73.81839546522251,265.0,24.33924682493923,83.91090395688519,Yellow,Snow,0.0,-0.9375404170263136,88.0,,448.80392159091,7.424504353870416,High
2024-03-01 05:25:00,40.64387109029081,-73.79037939565546,56.0,65.82208947578665,80.97585857974069,Green,Clear,0.0,0.3304622027070543,64.0,5.0,499.6357758161299,29.807229980031988,High
2024-03-01 05:30:00,40.84231055644127,-73.86010245731221,144.0,40.82501541871341,,Green,Fog,0.0,-0.2214198038537138,62.0,3.0,325.45454744496004,19.13591765536924,Medium
2024-03-01 05:35:00,40.804200223789366,-73.8401920712093,115.0,16.839692438276156,93.73114037263396,Green,Snow,0.0,0.8600552699642059,23.0,6.0,68.86910368114084,5.314665558368691,High
2024-03-01 05:40:00,40.73202113217576,-73.71380844481168,11.0,44.26966120843294,62.258861054791495,Green,Fog,0.0,0.7924003535653457,94.0,5.0,128.41737681900975,9.404095573624724,Medium
2024-03-01 05:45:00,40.663336176926336,-73.91330114985531,234.0,43.86167334021748,98.6140278342933,Red,Fog,0.0,0.5673520388654962,92.0,24.0,170.10342995350248,14.901411174617824,High
2024-03-01 05:50:00,40.769751027371576,-73.72110691296407,246.0,12.333480518893056,92.514586669118,Red,Fog,0.0,0.3337468638717138,8.0,26.0,242.97568595240017,6.605812060858347,High
,,-73.9469249441207,13.0,8.567387828650014,77.26564970712401,Red,Snow,0.0,0.9791522224280984,93.0,23.0,198.21755123249815,8.311876753129077,High
2024-03-01 06:00:00,40.856072773228384,-73.79000289053337,176.0,60.36147621184783,31.246595913538023,Green,Clear,0.0,-0.7814736224415133,28.0,46.0,251.3769818869556,23.195480238855247,Medium
2024-03-01 06:05:00,40.86917162786176,-73.91349431519171,176.0,76.1008085232942,95.37055178754484,Green,Rain,0.0,0.9954349587343638,19.0,23.0,286.01136951166745,18.531052594849506,High
2024-03-01 06:10:00,40.693590466802185,-73.79771272493758,95.0,18.249238556951575,20.996498078658263,Yellow,Clear,0.0,0.5647806268134108,2.0,39.0,272.72682649063324,21.536330280697563,High
2024-03-01 06:15:00,,-73.95187970227337,54.0,77.8792493518617,26.052238212547064,Red,Snow,0.0,0.7383721624507811,10.0,49.0,479.255561640764,17.964474166683356,Low
2024-03-01 06:20:00,40.86763656524909,-73.73173643056941,200.0,37.78574147628989,78.31278088723474,Red,Snow,0.0,-0.9969335526934228,77.0,16.0,188.2804296161154,13.037593575621562,Medium
2024-03-01 06:25:00,40.808622093881326,-73.90709838537566,236.0,66.90866594654275,15.460302206921815,Red,Snow,0.0,0.4806257421431781,63.0,18.0,110.06733809347968,17.581242690833946,High
2024-03-01 06:30:00,40.73631266465193,-73.85978460521582,147.0,11.623676967032296,93.09049154429523,Yellow,Clear,0.0,-0.4192680737538918,89.0,29.0,228.28406462416896,6.338511739845085,High
,40.60376136260493,-73.9723485476488,155.0,21.143661842276124,97.5150923158531,Yellow,Snow,0.0,0.6877609843965422,95.0,4.0,495.18065172422735,24.291517475980488,High
2024-03-01 06:40:00,40.73115648118968,-73.75293435630361,81.0,68.87961408691379,44.07587049607932,Red,Clear,1.0,0.0461074671160117,67.0,,282.7010618406011,8.244836427965737,High
2024-03-01 06:45:00,40.876865246607146,-73.88000512981037,255.0,24.749644051236466,66.79166610157546,Green,Snow,0.0,0.1443967508205212,60.0,12.0,120.67574823359716,12.00284103848442,High
2024-03-01 06:50:00,40.73049578763185,-73.89162137769944,56.0,47.60108465146755,90.00809423653786,Red,Snow,0.0,0.2059821951016509,3.0,43.0,444.9607587328902,29.642294253699063,High
2024-03-01 06:55:00,40.745875800019235,-73.874817166361,99.0,,69.41972209214416,Green,Fog,0.0,0.0792598902000241,60.0,16.0,258.9778936936625,12.524778448208602,Medium
2024-03-01 07:00:00,40.73054186257143,-73.71439598151098,204.0,72.28233218705788,13.803503943372704,Green,Fog,0.0,0.7362509224118237,49.0,6.0,191.25228028249265,27.166896999793035,High
2024-03-01 07:05:00,40.755200218779656,-73.98205755853449,276.0,44.72670945542277,75.0917986349789,Yellow,Snow,0.0,-0.2987596782652575,83.0,48.0,395.9984008939237,5.075853821674684,High
2024-03-01 07:10:00,40.717797581585295,-73.95396622756073,12.0,33.48544461921523,92.08795275754947,Green,Rain,0.0,0.4528701861430082,58.0,17.0,132.55482489075217,5.083560703150997,High
2024-03-01 07:15:00,40.70539299893224,-73.82581598558795,258.0,46.10589016548361,46.184200746738,Green,Snow,0.0,-0.0738146711498055,31.0,26.0,343.15496812552135,18.987468912198096,High
2024-03-01 07:20:00,40.74060953849949,-73.72645595726931,50.0,76.49639096987447,51.086794345997525,Yellow,Rain,1.0,,64.0,14.0,488.19283857759655,6.174603273017594,High
2024-03-01 07:25:00,40.808918127924095,-73.97215632762808,243.0,18.77766727045603,36.33253143866247,Red,Clear,0.0,,17.0,20.0,436.57967010993474,20.548946492552453,High
2024-03-01 07:30:00,40.771244586071134,-73.72864968022651,146.0,7.564113951555127,20.999440896506037,Yellow,Snow,1.0,0.5534776920632181,98.0,15.0,473.51708390575544,29.973091096460852,High
2024-03-01 07:35:00,40.70087341877587,-73.80459282818676,238.0,18.507264706515365,11.60467710480589,Yellow,Fog,0.0,0.7445034512281705,9.0,38.0,454.49864557048346,11.594265688362348,High
,40.67270710156572,-73.83752941451095,182.0,12.364228885211125,23.06227864544215,Green,Snow,0.0,0.4478572954032975,10.0,31.0,490.5286658880573,20.54937201248468,High
2024-03-01 07:45:00,40.77592546830461,-73.7057105349768,89.0,10.7753704319958,36.47811109770807,Yellow,Rain,0.0,-0.9213470034276974,19.0,42.0,136.49437997781274,19.16345516470161,High
2024-03-01 07:50:00,40.86493733023654,-73.93477405871339,113.0,28.5149956513012,71.2132812317127,Red,Rain,1.0,-0.6382984163513834,25.0,31.0,305.10991427282136,16.679060969242588,High
2024-03-01 07:55:00,40.66844155867246,-73.81323599220798,225.0,6.801842179656013,83.08514437541739,Red,Snow,0.0,-0.0581050466197259,72.0,27.0,172.04289848799442,9.31001482491007,High
2024-03-01 08:00:00,40.66537877291529,-73.99804710600621,69.0,32.70315419384916,22.79518358940257,Yellow,Fog,0.0,-0.921302194538703,68.0,4.0,244.2301415151796,23.552521809976135,Medium
2024-03-01 08:05:00,40.71317079674689,-73.9959881084863,258.0,19.91420658114672,56.733831448884786,Yellow,Snow,0.0,-0.9778148627003548,23.0,4.0,57.32850331576091,14.234916887005657,High
2024-03-01 08:10:00,40.72162002112708,-73.92651739665672,163.0,15.4537385704169,78.79140305352313,Red,Snow,0.0,0.0725452072563312,88.0,48.0,361.2870184472336,23.542359200373276,High
2024-03-01 08:15:00,40.62770821369171,-73.88757747349858,32.0,39.480482699528714,94.7018410364765,Red,Snow,0.0,-0.8734534877854891,79.0,37.0,281.64529966018586,25.259796431622146,High
2024-03-01 08:20:00,40.84718897058989,-73.97846008828311,248.0,39.37149026561634,16.44037795887595,Green,Rain,0.0,0.9980404341550222,44.0,22.0,136.89995820044393,11.666233564927309,High
2024-03-01 08:25:00,40.74333241255732,-73.96771574570221,187.0,53.52341624025693,91.56789853687586,Yellow,Rain,0.0,0.1565604420240556,44.0,42.0,449.0452657537846,27.226808523096093,High
2024-03-01 08:30:00,40.780228081213366,-73.74625486813882,,56.564507665474615,36.35492680974481,Red,Fog,0.0,-0.9488712936783504,64.0,11.0,72.95203428493598,14.433362811129896,High
2024-03-01 08:35:00,40.84675590721381,-73.91212254266622,254.0,14.562958348882184,71.88242576194519,Yellow,Snow,0.0,-0.9518469371122004,28.0,47.0,264.54494088103615,9.354182902638678,High
2024-03-01 08:40:00,40.88745370259719,-73.99165105753465,176.0,43.39658174229107,78.61973699948632,Red,Snow,0.0,-0.3830014087038345,36.0,1.0,91.98672043399938,5.3534286733399865,Medium
2024-03-01 08:45:00,40.752600008747194,-73.7972275133287,167.0,47.28470135990441,90.51235321751098,Yellow,Clear,0.0,0.1457631368988483,5.0,38.0,59.59089952241013,18.416022983640183,High
,40.83510528350369,-73.90701346320162,267.0,29.513286334499195,49.86942102738581,Yellow,Snow,0.0,-0.2376503022557694,57.0,19.0,326.23251589848513,15.850933613493144,
2024-03-01 08:55:00,40.7704096081429,-73.83963870637378,206.0,18.856619469507436,75.24380759018949,Green,Fog,1.0,-0.4095322937407639,11.0,46.0,340.87696930086344,26.528375578415744,High
2024-03-01 09:00:00,40.83562056401318,-73.8055347414328,43.0,8.35483649210628,80.9586846464575,Yellow,Fog,0.0,0.6536836631560841,46.0,48.0,448.9402347767771,27.66146422272976,High
2024-03-01 09:05:00,40.71350410528937,-73.97460387903571,202.0,12.857793827652667,71.25413962072773,Red,Rain,0.0,0.6518590509074857,77.0,33.0,470.67899373563546,20.60845070415659,High
2024-03-01 09:10:00,40.771901288435345,-73.73528433749206,66.0,79.02215440527998,35.22987207569021,Green,Rain,0.0,-0.9646896258951554,11.0,44.0,165.5376467481222,28.27255387430153,Low
2024-03-01 09:15:00,40.82575886051152,-73.87395929547743,166.0,48.64734003049677,44.74205489598403,Green,Fog,0.0,-0.7322723062801744,93.0,13.0,168.4956255585839,11.652099600599437,Medium
2024-03-01 09:20:00,40.88324262609897,-73.83618204342321,253.0,6.997656426615949,51.36569731886526,Green,Rain,0.0,-0.5920781013662497,88.0,5.0,161.8192105027798,5.602626892731328,High
2024-03-01 09:25:00,40.86438347917999,-73.95838455497329,274.0,29.906190798036256,90.26598984977508,Red,Rain,0.0,0.964929706738531,95.0,34.0,163.62144023316898,14.09423151615445,High
2024-03-01 09:30:00,40.60493438180482,-73.82265983986254,,44.51791608738469,86.32980533599455,Yellow,Rain,0.0,-0.3914840138728623,3.0,25.0,346.72346201648566,24.446176867202887,High
2024-03-01 09:35:00,40.700462434709024,-73.85621047278151,55.0,36.05004148529005,22.953003272860336,Red,Rain,0.0,-0.905669973528986,32.0,11.0,442.98143065464905,7.423687586223878,Medium
2024-03-01 09:40:00,40.77657550408205,-73.9253519082006,257.0,71.51826609249326,28.941243880434552,Yellow,Rain,0.0,0.0903078696231285,58.0,17.0,201.8075206849748,6.981107999028309,High
2024-03-01 09:45:00,40.77904564856941,-73.9153697466806,22.0,45.31782146472661,73.24397387333073,Red,Snow,1.0,0.7795842893040152,90.0,17.0,193.3218336317656,16.8423837905205,High
2024-03-01 09:50:00,40.6188507562916,-73.88858101361177,293.0,45.45171078554882,65.2485032899281,Green,Fog,0.0,-0.0309126237127943,66.0,49.0,456.77425091503625,20.504541255755488,High
2024-03-01 09:55:00,40.66581127909959,-73.9317444667102,15.0,67.3111596766847,13.203849299098769,Green,Rain,0.0,-0.0754718370715723,46.0,36.0,449.0855005361736,10.102072260377687,Low
2024-03-01 10:00:00,40.60009183670379,-73.84989803277203,278.0,28.518028431677216,28.7186765842534,Green,Fog,0.0,0.0251969905015305,41.0,39.0,370.5954681441099,10.955541774457204,High
2024-03-01 10:05:00,40.84319358164453,-73.91036885630467,75.0,31.67768583198824,92.50525311080406,Yellow,Snow,0.0,-0.6701307548693738,97.0,31.0,377.5833491193738,29.62572100223457,High
2024-03-01 10:10:00,40.85081207536578,-73.83412733434184,292.0,59.45207757991675,51.56113099424922,Green,Fog,0.0,0.2647629185325575,59.0,34.0,298.3388109699609,15.722933725501068,High
2024-03-01 10:15:00,40.733805328403015,-73.84885775955388,215.0,39.24161422965986,29.919030649414776,Red,Clear,0.0,-0.4981995015297529,58.0,13.0,161.8919383719953,17.58753149414698,High
2024-03-01 10:20:00,40.8198238220313,-73.76918237675122,253.0,59.74660145760081,90.5367424606657,Yellow,Snow,0.0,0.4553594989536689,99.0,45.0,354.6621929362638,19.19419419306577,High
2024-03-01 10:25:00,40.71949112588955,-73.71457187921199,33.0,35.196273970099476,34.06793592984471,Green,Fog,0.0,-0.9732940267532996,58.0,44.0,80.02292183884624,8.117405298793152,Medium
2024-03-01 10:30:00,40.6077147150711,-73.74091051056173,297.0,78.01290238592881,83.26241439501688,Yellow,Clear,0.0,-0.6235858112695496,28.0,9.0,246.93310823065673,29.802123951306505,High
2024-03-01 10:35:00,40.80727331843143,-73.76291287793829,63.0,60.270960004054395,54.37350861164193,Red,Clear,0.0,-0.6389278811114685,94.0,15.0,101.56522345300225,14.892420207006314,Medium
2024-03-01 10:40:00,40.81558569145212,-73.78613338613789,270.0,77.95779564182008,58.62122881471962,Green,Clear,,-0.9073586810572636,96.0,1.0,441.5977093237071,22.938444521973626,High
2024-03-01 10:45:00,40.63689938760411,-73.72442842169815,95.0,10.43845427438752,64.70547307334033,Green,Rain,0.0,0.4359121924964018,39.0,31.0,243.5228649612408,21.762000347264227,High
2024-03-01 10:50:00,40.60585272434706,-73.9270704487509,67.0,7.826150732085059,46.389211598274464,Yellow,Snow,0.0,-0.3149576232105711,50.0,44.0,388.68491659237634,20.75946340593159,High
2024-03-01 10:55:00,40.72000815251096,-73.93516757241298,141.0,33.17366066975626,93.78414582919474,Green,Rain,0.0,-0.78415030843626,17.0,41.0,171.24372485395975,5.626575578119187,High
2024-03-01 11:00:00,40.76553340209785,-73.88313786962871,50.0,8.577491030635171,22.39656928102928,Red,Rain,0.0,-0.7282485866636483,3.0,47.0,482.65207014613793,20.643691470402153,High
2024-03-01 11:05:00,40.88183993299203,-73.86175519443653,157.0,45.98121970862078,19.43475920469345,Red,Fog,0.0,0.3395850590160285,13.0,5.0,453.5271766098442,28.295879010053973,Medium
2024-03-01 11:10:00,40.62590538798928,-73.9718897094805,264.0,50.588270635152575,80.20344600879679,Green,Snow,0.0,-0.0765301910136553,39.0,26.0,242.38766712923737,7.34750929714953,
2024-03-01 11:15:00,40.77591062093091,-73.91082722583873,34.0,71.80748883612716,98.92023463504296,Yellow,Rain,0.0,,6.0,48.0,260.4893090391392,18.690658402171955,High
2024-03-01 11:20:00,40.74129180355956,-73.84148434294202,17.0,62.899772864014395,91.61402482189207,Red,Clear,0.0,0.8237583374788644,12.0,44.0,78.5985281070306,26.15302166982542,High
2024-03-01 11:25:00,40.74033136667603,-73.72334091861518,182.0,6.367202104047569,75.29948693048054,Green,Fog,0.0,0.0980382728120408,84.0,22.0,209.82297811042423,11.124231293583035,High
2024-03-01 11:30:00,40.880693996724595,-73.95870350088194,95.0,63.46348013435261,86.91552717071048,,Clear,0.0,-0.2899601678860473,72.0,11.0,168.68370605723408,25.42066232298104,High
2024-03-01 11:35:00,40.82836067485132,-73.86558988346306,83.0,22.0821080946198,61.51271147909284,Yellow,Clear,0.0,-0.7503497117708673,91.0,40.0,498.4798069531995,14.214525525280246,Medium
2024-03-01 11:40:00,40.82767688729715,-73.88864349047437,118.0,26.41595955295364,87.91615527225075,Yellow,Clear,0.0,-0.4433846229166136,67.0,0.0,466.7478901906689,6.396846168064005,High
2024-03-01 11:45:00,40.70866864506794,-73.78610681340047,144.0,20.956592272900615,22.140203400314785,Yellow,Rain,0.0,-0.5133757446121987,87.0,17.0,390.39107654053527,25.496605230664024,Medium
